airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week
Turkish Airlines,TK1046 / TK1863,Bucharest Henri Coandă International Airport,Romania,2026-05-12T21:35,1,2026-05-13T18:25,Leonardo da Vinci International Airport,Italy,economy,212,11,4h 10m,OTP,FCO,2026-05-01T22:21:39+0300,night,evening,tuesday,wednesday
Austrian,OS696 / OS557,Bucharest Henri Coandă International Airport,Romania,2026-05-12T15:55,1,2026-05-12T20:40,Leonardo da Vinci International Airport,Italy,economy,243,11,3h 15m,OTP,FCO,2026-05-01T22:21:39+0300,afternoon,evening,tuesday,tuesday
KLM,KL1374 / KL1609,Bucharest Henri Coandă International Airport,Romania,2026-05-12T14:00,1,2026-05-12T22:45,Leonardo da Vinci International Airport,Italy,economy,246,11,5h 05m,OTP,FCO,2026-05-01T22:21:39+0300,afternoon,night,tuesday,tuesday
Lufthansa,LH1417 / LH242,Bucharest Henri Coandă International Airport,Romania,2026-05-12T17:15,1,2026-05-12T23:10,Leonardo da Vinci International Airport,Italy,economy,250,11,4h 25m,OTP,FCO,2026-05-01T22:21:39+0300,evening,night,tuesday,tuesday
LOT,LO640 / LO303,Bucharest Henri Coandă International Airport,Romania,2026-05-12T08:20,1,2026-05-12T18:05,Leonardo da Vinci International Airport,Italy,economy,253,11,4h 20m,OTP,FCO,2026-05-01T22:21:39+0300,morning,evening,tuesday,tuesday
Air France,AF1089 / AF1504,Bucharest Henri Coandă International Airport,Romania,2026-05-12T06:00,1,2026-05-12T14:25,Leonardo da Vinci International Airport,Italy,economy,328,11,5h 30m,OTP,FCO,2026-05-01T22:21:39+0300,morning,afternoon,tuesday,tuesday
Air France,AF1889 / AF1404,Bucharest Henri Coandă International Airport,Romania,2026-05-12T13:40,1,2026-05-12T19:05,Leonardo da Vinci International Airport,Italy,economy,328,11,5h 15m,OTP,FCO,2026-05-01T22:21:39+0300,afternoon,evening,tuesday,tuesday
Turkish Airlines,TK1044 / TK1865,Bucharest Henri Coandă International Airport,Romania,2026-05-12T09:30,1,2026-05-12T14:10,Leonardo da Vinci International Airport,Italy,economy,351,11,4h 15m,OTP,FCO,2026-05-01T22:21:39+0300,morning,afternoon,tuesday,tuesday
SWISS,LX1887 / LX1736,Bucharest Henri Coandă International Airport,Romania,2026-05-12T06:20,1,2026-05-12T14:20,Leonardo da Vinci International Airport,Italy,economy,361,11,4h 10m,OTP,FCO,2026-05-01T22:21:39+0300,morning,afternoon,tuesday,tuesday
Air France,AF1089 / AF1104,Bucharest Henri Coandă International Airport,Romania,2026-05-12T06:00,1,2026-05-12T11:25,Leonardo da Vinci International Airport,Italy,economy,382,11,5h 30m,OTP,FCO,2026-05-01T22:21:39+0300,morning,morning,tuesday,tuesday
SWISS,LX1955 / LX1886,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-14T14:55,1,2026-05-15T01:10,Bucharest Henri Coandă International Airport,Romania,economy,194,13,4h 05m,BCN,OTP,2026-05-01T22:21:40+0300,afternoon,night,thursday,friday
Lufthansa,LH1133 / LH1422,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-14T17:10,1,2026-05-14T23:50,Bucharest Henri Coandă International Airport,Romania,economy,211,13,4h 30m,BCN,OTP,2026-05-01T22:21:40+0300,evening,night,thursday,thursday
KLM,KL1374 / KL1013,Bucharest Henri Coandă International Airport,Romania,2026-06-26T14:00,1,2026-06-26T17:35,Heathrow Airport,United Kingdom,economy,161,56,4h 15m,OTP,LHR,2026-05-01T22:21:46+0300,afternoon,evening,friday,friday
Air Serbia,JU103 / JU210,Bucharest Henri Coandă International Airport,Romania,2026-06-26T16:05,1,2026-06-27T12:30,Heathrow Airport,United Kingdom,economy,167,56,4h 20m,OTP,LHR,2026-05-01T22:21:46+0300,afternoon,afternoon,friday,saturday
Lufthansa,LH1653 / LH2484,Bucharest Henri Coandă International Airport,Romania,2026-06-26T19:20,1,2026-06-26T22:40,Heathrow Airport,United Kingdom,economy,187,56,4h 15m,OTP,LHR,2026-05-01T22:21:46+0300,evening,night,friday,friday
Lufthansa,LH1417 / LH922,Bucharest Henri Coandă International Airport,Romania,2026-06-26T17:35,1,2026-06-26T22:10,Heathrow Airport,United Kingdom,economy,192,56,4h 15m,OTP,LHR,2026-05-01T22:21:46+0300,evening,night,friday,friday
Austrian,OS698 / OS339,Bucharest Henri Coandă International Airport,Romania,2026-06-26T18:55,1,2026-06-26T21:40,Heathrow Airport,United Kingdom,economy,192,56,4h 00m,OTP,LHR,2026-05-01T22:21:46+0300,evening,night,friday,friday
LOT,LO646 / LO285,Bucharest Henri Coandă International Airport,Romania,2026-06-26T18:30,1,2026-06-26T22:00,Heathrow Airport,United Kingdom,economy,238,56,4h 30m,OTP,LHR,2026-05-01T22:21:46+0300,evening,night,friday,friday
SWISS,LX1889 / LX338,Bucharest Henri Coandă International Airport,Romania,2026-06-26T16:10,1,2026-06-26T19:20,Heathrow Airport,United Kingdom,economy,253,56,4h 20m,OTP,LHR,2026-05-01T22:21:46+0300,afternoon,evening,friday,friday
British Airways,BA879,Bucharest Henri Coandă International Airport,Romania,2026-06-26T08:15,0,2026-06-26T10:00,Heathrow Airport,United Kingdom,economy,421,56,3h 45m,OTP,LHR,2026-05-01T22:21:46+0300,morning,morning,friday,friday
Air Serbia,JU117 / JU106,Sofia International Airport,Bulgaria,2026-05-28T05:00,1,2026-05-29T03:05,Bucharest Henri Coandă International Airport,Romania,economy,86,27,2h 45m,SOF,OTP,2026-05-01T22:22:28+0300,morning,night,thursday,friday
Air Serbia,JU117 / JU102,Sofia International Airport,Bulgaria,2026-05-28T05:00,1,2026-05-28T15:20,Bucharest Henri Coandă International Airport,Romania,economy,144,27,2h 30m,SOF,OTP,2026-05-01T22:22:28+0300,morning,afternoon,thursday,thursday
Turkish Airlines,TK1028 / TK1039,Sofia International Airport,Bulgaria,2026-05-28T09:35,1,2026-05-28T14:35,Bucharest Henri Coandă International Airport,Romania,economy,225,27,2h 45m,SOF,OTP,2026-05-01T22:22:28+0300,morning,afternoon,thursday,thursday
Austrian,OS772 / OS697,Sofia International Airport,Bulgaria,2026-05-28T12:25,1,2026-05-28T18:05,Bucharest Henri Coandă International Airport,Romania,economy,235,27,3h 10m,SOF,OTP,2026-05-01T22:22:28+0300,afternoon,evening,thursday,thursday
Air Serbia,JU107 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-05-14T04:30,1,2026-05-14T18:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,135,13,5h 05m,OTP,MAD,2026-05-01T22:22:36+0300,night,evening,thursday,thursday
KLM,KL1376 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-05-14T18:10,1,2026-05-14T23:25,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,248,13,5h 25m,OTP,MAD,2026-05-01T22:22:36+0300,evening,night,thursday,thursday
Aegean,A3961 / A3740,Bucharest Henri Coandă International Airport,Romania,2026-05-14T09:55,1,2026-05-14T17:30,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,276,13,5h 30m,OTP,MAD,2026-05-01T22:22:36+0300,morning,evening,thursday,thursday
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-05-14T14:00,1,2026-05-14T19:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,290,13,5h 30m,OTP,MAD,2026-05-01T22:22:36+0300,afternoon,evening,thursday,thursday
Lufthansa,LH1651 / LH1804,Bucharest Henri Coandă International Airport,Romania,2026-05-14T12:45,1,2026-05-14T17:40,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,387,13,4h 55m,OTP,MAD,2026-05-01T22:22:36+0300,afternoon,evening,thursday,thursday
Air Serbia,JU107 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-06-26T04:30,1,2026-06-26T18:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,135,56,5h 05m,OTP,MAD,2026-05-01T22:22:43+0300,night,evening,friday,friday
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-06-26T14:00,1,2026-06-26T19:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,352,56,5h 30m,OTP,MAD,2026-05-01T22:22:43+0300,afternoon,evening,friday,friday
Air France,AF1089 / AF1300,Bucharest Henri Coandă International Airport,Romania,2026-06-26T06:00,1,2026-06-26T11:20,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,388,56,5h 25m,OTP,MAD,2026-05-01T22:22:43+0300,morning,morning,friday,friday
Lufthansa,LH1655 / LH1800,Bucharest Henri Coandă International Airport,Romania,2026-06-26T06:15,1,2026-06-26T11:05,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,470,56,4h 55m,OTP,MAD,2026-05-01T22:22:43+0300,morning,morning,friday,friday
KLM,KL1500 / KL1375,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-28T06:00,1,2026-05-28T17:20,Bucharest Henri Coandă International Airport,Romania,economy,157,27,5h 10m,MAD,OTP,2026-05-01T22:22:50+0300,morning,evening,thursday,thursday
Aegean,A3741 / A3960,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-28T18:20,1,2026-05-29T09:05,Bucharest Henri Coandă International Airport,Romania,economy,219,27,5h 00m,MAD,OTP,2026-05-01T22:22:50+0300,evening,morning,thursday,friday
Lufthansa,LH1801 / LH1652,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-28T11:50,1,2026-05-28T18:35,Bucharest Henri Coandă International Airport,Romania,economy,249,27,4h 30m,MAD,OTP,2026-05-01T22:22:50+0300,morning,evening,thursday,thursday
Lufthansa,LH1805 / LH1654,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-28T18:25,1,2026-05-29T01:10,Bucharest Henri Coandă International Airport,Romania,economy,249,27,4h 35m,MAD,OTP,2026-05-01T22:22:50+0300,evening,night,thursday,friday
TAROM,RO416,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-05-28T12:30,0,2026-05-28T17:20,Bucharest Henri Coandă International Airport,Romania,economy,286,27,3h 50m,MAD,OTP,2026-05-01T22:22:50+0300,afternoon,evening,thursday,thursday
Air France,AF1249 / AF1888,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T21:15,1,2026-05-28T12:45,Bucharest Henri Coandă International Airport,Romania,economy,125,26,4h 50m,BCN,OTP,2026-05-01T22:23:02+0300,night,afternoon,wednesday,thursday
Aegean,A3713 / A3962,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T01:55,1,2026-05-27T19:45,Bucharest Henri Coandă International Airport,Romania,economy,166,26,4h 25m,BCN,OTP,2026-05-01T22:23:02+0300,night,evening,wednesday,wednesday
SWISS,LX1955 / LX1886,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T14:55,1,2026-05-28T01:10,Bucharest Henri Coandă International Airport,Romania,economy,194,26,4h 05m,BCN,OTP,2026-05-01T22:23:02+0300,afternoon,night,wednesday,thursday
LOT,LO438 / LO639,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T12:35,1,2026-05-27T23:15,Bucharest Henri Coandă International Airport,Romania,economy,195,26,4h 50m,BCN,OTP,2026-05-01T22:23:02+0300,afternoon,night,wednesday,wednesday
Lufthansa,LH1131 / LH1422,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T16:20,1,2026-05-27T23:30,Bucharest Henri Coandă International Airport,Romania,economy,196,26,4h 30m,BCN,OTP,2026-05-01T22:23:02+0300,afternoon,night,wednesday,wednesday
Air France,AF1449 / AF1888,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T06:10,1,2026-05-27T12:45,Bucharest Henri Coandă International Airport,Romania,economy,281,26,4h 50m,BCN,OTP,2026-05-01T22:23:02+0300,morning,afternoon,wednesday,wednesday
Air France,AF1649 / AF1088,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T15:50,1,2026-05-27T23:25,Bucharest Henri Coandă International Airport,Romania,economy,294,26,4h 45m,BCN,OTP,2026-05-01T22:23:02+0300,afternoon,night,wednesday,wednesday
Air France,AF1049 / AF1088,Josep Tarradellas Barcelona-El Prat Airport,Spain,2026-05-27T16:40,1,2026-05-27T23:25,Bucharest Henri Coandă International Airport,Romania,economy,328,26,4h 45m,BCN,OTP,2026-05-01T22:23:02+0300,afternoon,night,wednesday,wednesday
Air Serbia,JU107 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-06-18T04:30,1,2026-06-18T18:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,118,48,5h 05m,OTP,MAD,2026-05-01T22:23:42+0300,night,evening,thursday,thursday
LOT,LO642 / LO431,Bucharest Henri Coandă International Airport,Romania,2026-06-18T14:35,1,2026-06-18T23:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,160,48,5h 45m,OTP,MAD,2026-05-01T22:23:42+0300,afternoon,night,thursday,thursday
Lufthansa,LH1655 / LH1800,Bucharest Henri Coandă International Airport,Romania,2026-06-18T06:15,1,2026-06-18T11:05,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,206,48,4h 55m,OTP,MAD,2026-05-01T22:23:42+0300,morning,morning,thursday,thursday
Turkish Airlines,TK1044 / TK1859,Bucharest Henri Coandă International Airport,Romania,2026-06-18T09:35,1,2026-06-18T16:55,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,208,48,6h 05m,OTP,MAD,2026-05-01T22:23:42+0300,morning,afternoon,thursday,thursday
Turkish Airlines,TK1040 / TK1359,Bucharest Henri Coandă International Airport,Romania,2026-06-18T15:55,1,2026-06-18T22:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,208,48,6h 10m,OTP,MAD,2026-05-01T22:23:42+0300,afternoon,night,thursday,thursday
KLM,KL1374 / KL1507,Bucharest Henri Coandă International Airport,Romania,2026-06-18T14:00,1,2026-06-18T19:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,221,48,5h 30m,OTP,MAD,2026-05-01T22:23:42+0300,afternoon,evening,thursday,thursday
Air France,AF1319 / AF1888,Frankfurt Airport,Germany,2026-06-11T18:30,1,2026-06-12T12:45,Bucharest Henri Coandă International Airport,Romania,economy,157,41,4h 20m,FRA,OTP,2026-05-01T22:24:19+0300,evening,afternoon,thursday,friday
LOT,LO380 / LO645,Frankfurt Airport,Germany,2026-06-11T20:00,1,2026-06-12T17:45,Bucharest Henri Coandă International Airport,Romania,economy,184,41,3h 40m,FRA,OTP,2026-05-01T22:24:19+0300,evening,evening,thursday,friday
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-06-11T10:35,1,2026-06-11T17:45,Bucharest Henri Coandă International Airport,Romania,economy,218,41,3h 45m,FRA,OTP,2026-05-01T22:24:19+0300,morning,evening,thursday,thursday
Air Serbia,JU353 / JU106,Frankfurt Airport,Germany,2026-06-11T20:20,1,2026-06-12T03:05,Bucharest Henri Coandă International Airport,Romania,economy,226,41,3h 25m,FRA,OTP,2026-05-01T22:24:19+0300,evening,night,thursday,friday
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-06-11T20:30,0,2026-06-11T23:50,Bucharest Henri Coandă International Airport,Romania,economy,328,41,2h 20m,FRA,OTP,2026-05-01T22:24:19+0300,evening,night,thursday,thursday
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-06-11T13:40,1,2026-06-11T18:05,Bucharest Henri Coandă International Airport,Romania,economy,391,41,3h 00m,FRA,OTP,2026-05-01T22:24:19+0300,afternoon,evening,thursday,thursday
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-06-11T13:00,0,2026-06-11T16:20,Bucharest Henri Coandă International Airport,Romania,economy,391,41,2h 20m,FRA,OTP,2026-05-01T22:24:19+0300,afternoon,afternoon,thursday,thursday
Lufthansa,LH1755 / LH1654,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-15T19:30,1,2026-05-16T01:10,Bucharest Henri Coandă International Airport,Romania,economy,269,14,4h 45m,ATH,OTP,2026-05-01T22:24:22+0300,evening,night,friday,saturday
Turkish Airlines,TK1842 / TK1043,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-15T03:55,1,2026-05-15T08:10,Bucharest Henri Coandă International Airport,Romania,economy,453,14,2h 45m,ATH,OTP,2026-05-01T22:24:22+0300,night,morning,friday,friday
Turkish Airlines,TK1844 / TK1039,"Athens International Airport ""Eleftherios Venizelos""",Greece,2026-05-15T10:25,1,2026-05-15T14:35,Bucharest Henri Coandă International Airport,Romania,economy,453,14,2h 50m,ATH,OTP,2026-05-01T22:24:22+0300,morning,afternoon,friday,friday
El Al,LY572 / LY543,Bucharest Henri Coandă International Airport,Romania,2026-05-03T22:20,1,2026-05-04T21:40,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,723,2,4h 40m,OTP,ATH,2026-05-01T22:24:50+0300,night,night,sunday,monday
El Al,LY572 / LY545,Bucharest Henri Coandă International Airport,Romania,2026-05-03T22:20,1,2026-05-04T20:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,841,2,4h 40m,OTP,ATH,2026-05-01T22:24:50+0300,night,evening,sunday,monday
Lufthansa,LH1651 / LH1754,Bucharest Henri Coandă International Airport,Romania,2026-05-03T12:45,1,2026-05-03T18:40,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,867,2,4h 45m,OTP,ATH,2026-05-01T22:24:50+0300,afternoon,evening,sunday,sunday
El Al,LY574 / LY545,Bucharest Henri Coandă International Airport,Romania,2026-05-03T10:15,1,2026-05-03T19:25,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,960,2,4h 40m,OTP,ATH,2026-05-01T22:24:50+0300,morning,evening,sunday,sunday
Air Serbia,JU107 / JU572,Bucharest Henri Coandă International Airport,Romania,2026-05-11T04:30,1,2026-05-11T18:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,135,10,5h 05m,OTP,MAD,2026-05-01T22:24:50+0300,night,evening,monday,monday
Turkish Airlines,TK1040 / TK1359,Bucharest Henri Coandă International Airport,Romania,2026-05-11T15:55,1,2026-05-11T22:35,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,208,10,6h 10m,OTP,MAD,2026-05-01T22:24:50+0300,afternoon,night,monday,monday
KLM,KL1376 / KL1509,Bucharest Henri Coandă International Airport,Romania,2026-05-11T18:10,1,2026-05-11T23:25,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,214,10,5h 25m,OTP,MAD,2026-05-01T22:24:50+0300,evening,night,monday,monday
Lufthansa,LH1651 / LH1804,Bucharest Henri Coandă International Airport,Romania,2026-05-11T12:45,1,2026-05-11T17:40,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,317,10,4h 55m,OTP,MAD,2026-05-01T22:24:50+0300,afternoon,evening,monday,monday
Lufthansa,LH1655 / LH1800,Bucharest Henri Coandă International Airport,Romania,2026-05-11T06:15,1,2026-05-11T11:05,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,387,10,4h 55m,OTP,MAD,2026-05-01T22:24:50+0300,morning,morning,monday,monday
Air Serbia,JU113 / JU102,Sofia International Airport,Bulgaria,2026-06-15T16:00,1,2026-06-16T15:20,Bucharest Henri Coandă International Airport,Romania,economy,86,45,2h 30m,SOF,OTP,2026-05-01T22:25:44+0300,afternoon,afternoon,monday,tuesday
Turkish Airlines,TK1030 / TK1043,Sofia International Airport,Bulgaria,2026-06-15T21:05,1,2026-06-16T08:10,Bucharest Henri Coandă International Airport,Romania,economy,213,45,2h 45m,SOF,OTP,2026-05-01T22:25:44+0300,night,morning,monday,tuesday
LOT,LO636 / LO641,Sofia International Airport,Bulgaria,2026-06-15T05:30,1,2026-06-15T13:50,Bucharest Henri Coandă International Airport,Romania,economy,279,45,3h 50m,SOF,OTP,2026-05-01T22:25:44+0300,morning,afternoon,monday,monday
Austrian,OS780 / OS693,Sofia International Airport,Bulgaria,2026-06-15T08:00,1,2026-06-15T12:25,Bucharest Henri Coandă International Airport,Romania,economy,311,45,3h 10m,SOF,OTP,2026-05-01T22:25:44+0300,morning,afternoon,monday,monday
Air Serbia,JU103 / JU174,Bucharest Henri Coandă International Airport,Romania,2026-06-12T16:05,1,2026-06-12T20:05,Václav Havel Airport Prague,Czech Republic,economy,153,42,3h 25m,OTP,PRG,2026-05-01T22:25:53+0300,afternoon,evening,friday,friday
Lufthansa,LH1417 / LH1402,Bucharest Henri Coandă International Airport,Romania,2026-06-12T17:35,1,2026-06-12T23:15,Václav Havel Airport Prague,Czech Republic,economy,156,42,3h 35m,OTP,PRG,2026-05-01T22:25:53+0300,evening,night,friday,friday
KLM,KL1376 / KL1361,Bucharest Henri Coandă International Airport,Romania,2026-06-12T18:10,1,2026-06-12T22:35,Václav Havel Airport Prague,Czech Republic,economy,165,42,4h 15m,OTP,PRG,2026-05-01T22:25:53+0300,evening,night,friday,friday
Austrian,OS694 / OS645,Bucharest Henri Coandă International Airport,Romania,2026-06-12T13:15,1,2026-06-12T16:10,Václav Havel Airport Prague,Czech Republic,economy,176,42,2h 30m,OTP,PRG,2026-05-01T22:25:53+0300,afternoon,afternoon,friday,friday
TAROM,RO225,Bucharest Henri Coandă International Airport,Romania,2026-06-12T10:05,0,2026-06-12T12:00,Václav Havel Airport Prague,Czech Republic,economy,211,42,2h 55m,OTP,PRG,2026-05-01T22:25:53+0300,morning,afternoon,friday,friday
Air Serbia,JU117 / JU102,Sofia International Airport,Bulgaria,2026-05-08T05:00,1,2026-05-09T15:20,Bucharest Henri Coandă International Airport,Romania,economy,204,7,2h 30m,SOF,OTP,2026-05-01T22:26:24+0300,morning,afternoon,friday,saturday
