airline,flight,source_city,source_country,departure_time,stops,arrival_time,destination_city,destination_country,class,price,days_left,duration,source_airport,destination_airport,scraped_at,departure_daypart,arrival_daypart,departure_day_of_week,arrival_day_of_week,duration_minutes,route,country_pair,is_nonstop
Turkish Airlines,TK1046 / TK1841,Bucharest Henri Coandă International Airport,Romania,2026-06-22 21:35:00,1,2026-06-23 03:05:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,122,52,2h 55m,OTP,ATH,2026-05-01 21:30:14+03:00,night,night,monday,tuesday,175,OTP -> ATH,Romania -> Greece,False
SWISS,LX1887 / LX1830,Bucharest Henri Coandă International Airport,Romania,2026-06-22 06:20:00,1,2026-06-22 13:10:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,232,52,5h 20m,OTP,ATH,2026-05-01 21:30:14+03:00,morning,afternoon,monday,monday,320,OTP -> ATH,Romania -> Greece,False
Lufthansa,LH1423 / LH1280,Bucharest Henri Coandă International Airport,Romania,2026-06-22 06:05:00,1,2026-06-22 13:25:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,241,52,5h 25m,OTP,ATH,2026-05-01 21:30:14+03:00,morning,afternoon,monday,monday,325,OTP -> ATH,Romania -> Greece,False
Aegean,A3961,Bucharest Henri Coandă International Airport,Romania,2026-06-22 09:55:00,0,2026-06-22 11:30:00,"Athens International Airport ""Eleftherios Venizelos""",Greece,economy,258,52,1h 35m,OTP,ATH,2026-05-01 21:30:14+03:00,morning,morning,monday,monday,95,OTP -> ATH,Romania -> Greece,True
Austrian,OS706 / OS513,Iași Airport,Romania,2026-05-04 05:20:00,1,2026-05-04 10:05:00,Bologna Guglielmo Marconi Airport,Italy,economy,534,3,2h 55m,IAS,BLQ,2026-05-01 21:39:25+03:00,morning,morning,monday,monday,175,IAS -> BLQ,Romania -> Italy,False
Turkish Airlines,TK1246 / TK1039,London Stansted Airport,United Kingdom,2026-06-17 06:15:00,1,2026-06-17 14:35:00,Bucharest Henri Coandă International Airport,Romania,economy,314,47,5h 10m,STN,OTP,2026-05-01 21:39:27+03:00,morning,afternoon,wednesday,wednesday,310,STN -> OTP,United Kingdom -> Romania,False
Turkish Airlines,TK1242 / TK1045,London Stansted Airport,United Kingdom,2026-06-17 10:50:00,1,2026-06-17 20:15:00,Bucharest Henri Coandă International Airport,Romania,economy,314,47,5h 15m,STN,OTP,2026-05-01 21:39:27+03:00,morning,evening,wednesday,wednesday,315,STN -> OTP,United Kingdom -> Romania,False
Austrian,OS708 / OS187,Sibiu International Airport,Romania,2026-05-09 16:10:00,1,2026-05-09 18:40:00,Munich International Airport,Germany,economy,271,8,2h 20m,SBZ,MUC,2026-05-01 21:41:05+03:00,afternoon,evening,saturday,saturday,140,SBZ -> MUC,Romania -> Germany,False
TAROM,RO648 / RO415,"Cluj ""Avram Iancu"" International Airport",Romania,2026-05-20 19:55:00,1,2026-05-21 11:25:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,230,19,5h 00m,CLJ,MAD,2026-05-01 21:41:45+03:00,evening,morning,wednesday,thursday,300,CLJ -> MAD,Romania -> Spain,False
SWISS,LX1883 / LX2020,"Cluj ""Avram Iancu"" International Airport",Romania,2026-05-20 15:55:00,1,2026-05-21 09:20:00,Adolfo Suárez Madrid-Barajas Airport,Spain,economy,269,19,4h 35m,CLJ,MAD,2026-05-01 21:41:45+03:00,afternoon,morning,wednesday,thursday,275,CLJ -> MAD,Romania -> Spain,False
Air Serbia,JU405 / JU102,Leonardo da Vinci International Airport,Italy,2026-06-08 21:00:00,1,2026-06-09 15:20:00,Bucharest Henri Coandă International Airport,Romania,economy,146,38,2h 45m,FCO,OTP,2026-05-01 21:42:57+03:00,night,afternoon,monday,tuesday,165,FCO -> OTP,Italy -> Romania,False
Lufthansa,LH1869 / LH1654,Leonardo da Vinci International Airport,Italy,2026-06-08 15:55:00,1,2026-06-09 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,240,38,3h 35m,FCO,OTP,2026-05-01 21:42:57+03:00,afternoon,night,monday,tuesday,215,FCO -> OTP,Italy -> Romania,False
SWISS,LX1737 / LX1886,Leonardo da Vinci International Airport,Italy,2026-06-08 15:05:00,1,2026-06-09 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,246,38,4h 00m,FCO,OTP,2026-05-01 21:42:57+03:00,afternoon,night,monday,tuesday,240,FCO -> OTP,Italy -> Romania,False
Lufthansa,LH235 / LH1422,Leonardo da Vinci International Airport,Italy,2026-06-08 14:55:00,1,2026-06-08 23:40:00,Bucharest Henri Coandă International Airport,Romania,economy,249,38,4h 20m,FCO,OTP,2026-05-01 21:42:57+03:00,afternoon,night,monday,monday,260,FCO -> OTP,Italy -> Romania,False
LOT,LO644 / LO631,Bucharest Henri Coandă International Airport,Romania,2026-06-01 05:35:00,1,2026-06-01 13:50:00,Sofia International Airport,Bulgaria,economy,149,31,3h 50m,OTP,SOF,2026-05-01 21:44:47+03:00,morning,afternoon,monday,monday,230,OTP -> SOF,Romania -> Bulgaria,False
Air Serbia,JU103 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-06-01 16:05:00,1,2026-06-02 15:30:00,Sofia International Airport,Bulgaria,economy,168,31,2h 30m,OTP,SOF,2026-05-01 21:44:47+03:00,afternoon,afternoon,monday,tuesday,150,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS694 / OS775,Bucharest Henri Coandă International Airport,Romania,2026-06-01 13:15:00,1,2026-06-01 18:10:00,Sofia International Airport,Bulgaria,economy,187,31,3h 10m,OTP,SOF,2026-05-01 21:44:47+03:00,afternoon,evening,monday,monday,190,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-06-01 18:55:00,1,2026-06-01 23:55:00,Sofia International Airport,Bulgaria,economy,204,31,3h 10m,OTP,SOF,2026-05-01 21:44:47+03:00,evening,night,monday,monday,190,OTP -> SOF,Romania -> Bulgaria,False
Turkish Airlines,TK1040 / TK1029,Bucharest Henri Coandă International Airport,Romania,2026-06-01 15:55:00,1,2026-06-01 20:15:00,Sofia International Airport,Bulgaria,economy,212,31,2h 50m,OTP,SOF,2026-05-01 21:44:47+03:00,afternoon,evening,monday,monday,170,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS700 / OS771,Bucharest Henri Coandă International Airport,Romania,2026-06-01 06:35:00,1,2026-06-01 11:40:00,Sofia International Airport,Bulgaria,economy,305,31,3h 10m,OTP,SOF,2026-05-01 21:44:47+03:00,morning,morning,monday,monday,190,OTP -> SOF,Romania -> Bulgaria,False
Aegean,A3653 / A3960,Leonardo da Vinci International Airport,Italy,2026-06-20 22:20:00,1,2026-06-21 09:05:00,Bucharest Henri Coandă International Airport,Romania,economy,205,50,3h 30m,FCO,OTP,2026-05-01 21:46:30+03:00,night,morning,saturday,sunday,210,FCO -> OTP,Italy -> Romania,False
SWISS,LX1737 / LX1886,Leonardo da Vinci International Airport,Italy,2026-06-20 15:05:00,1,2026-06-21 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,246,50,4h 05m,FCO,OTP,2026-05-01 21:46:30+03:00,afternoon,night,saturday,sunday,245,FCO -> OTP,Italy -> Romania,False
KLM,KL1602 / KL1375,Leonardo da Vinci International Airport,Italy,2026-06-20 10:35:00,1,2026-06-20 17:40:00,Bucharest Henri Coandă International Airport,Romania,economy,336,50,5h 15m,FCO,OTP,2026-05-01 21:46:30+03:00,morning,evening,saturday,saturday,315,FCO -> OTP,Italy -> Romania,False
AJet,VF596 / VF523,Bucharest Henri Coandă International Airport,Romania,2026-06-25 19:55:00,1,2026-06-26 16:45:00,Frankfurt Airport,Germany,economy,136,55,5h 15m,OTP,FRA,2026-05-01 21:46:34+03:00,evening,afternoon,thursday,friday,315,OTP -> FRA,Romania -> Germany,False
Lufthansa,LH1419,Bucharest Henri Coandă International Airport,Romania,2026-06-25 13:45:00,0,2026-06-25 15:20:00,Frankfurt Airport,Germany,economy,241,55,2h 35m,OTP,FRA,2026-05-01 21:46:34+03:00,afternoon,afternoon,thursday,thursday,155,OTP -> FRA,Romania -> Germany,True
Austrian,OS700 / OS203,Bucharest Henri Coandă International Airport,Romania,2026-06-25 06:35:00,1,2026-06-25 09:30:00,Frankfurt Airport,Germany,economy,265,55,3h 10m,OTP,FRA,2026-05-01 21:46:34+03:00,morning,morning,thursday,thursday,190,OTP -> FRA,Romania -> Germany,False
Austrian,OS696 / OS215,Bucharest Henri Coandă International Airport,Romania,2026-06-25 15:55:00,1,2026-06-25 18:40:00,Frankfurt Airport,Germany,economy,288,55,3h 10m,OTP,FRA,2026-05-01 21:46:34+03:00,afternoon,evening,thursday,thursday,190,OTP -> FRA,Romania -> Germany,False
Air Serbia,JU107 / JU404,Bucharest Henri Coandă International Airport,Romania,2026-06-21 04:30:00,1,2026-06-21 19:45:00,Leonardo da Vinci International Airport,Italy,economy,121,51,3h 05m,OTP,FCO,2026-05-01 21:46:51+03:00,night,evening,sunday,sunday,185,OTP -> FCO,Romania -> Italy,False
Lufthansa,LH1655 / LH1866,Bucharest Henri Coandă International Airport,Romania,2026-06-21 06:15:00,1,2026-06-21 10:00:00,Leonardo da Vinci International Airport,Italy,economy,244,51,3h 45m,OTP,FCO,2026-05-01 21:46:51+03:00,morning,morning,sunday,sunday,225,OTP -> FCO,Romania -> Italy,False
Aegean,A3961 / A3654,Bucharest Henri Coandă International Airport,Romania,2026-06-21 09:55:00,1,2026-06-21 17:35:00,Leonardo da Vinci International Airport,Italy,economy,293,51,3h 40m,OTP,FCO,2026-05-01 21:46:51+03:00,morning,evening,sunday,sunday,220,OTP -> FCO,Romania -> Italy,False
Austrian,OS694 / OS555,Bucharest Henri Coandă International Airport,Romania,2026-06-21 13:15:00,1,2026-06-21 16:55:00,Leonardo da Vinci International Airport,Italy,economy,413,51,3h 15m,OTP,FCO,2026-05-01 21:46:51+03:00,afternoon,afternoon,sunday,sunday,195,OTP -> FCO,Romania -> Italy,False
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-05-25 10:40:00,1,2026-05-25 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,154,24,3h 45m,FRA,OTP,2026-05-01 21:47:35+03:00,morning,evening,monday,monday,225,FRA -> OTP,Germany -> Romania,False
LOT,LO378 / LO639,Frankfurt Airport,Germany,2026-05-25 16:45:00,1,2026-05-25 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,154,24,3h 40m,FRA,OTP,2026-05-01 21:47:35+03:00,afternoon,night,monday,monday,220,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH124 / LH1654,Frankfurt Airport,Germany,2026-05-25 20:15:00,1,2026-05-26 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,229,24,2h 55m,FRA,OTP,2026-05-01 21:47:35+03:00,evening,night,monday,tuesday,175,FRA -> OTP,Germany -> Romania,False
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-05-25 13:30:00,1,2026-05-25 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,270,24,3h 00m,FRA,OTP,2026-05-01 21:47:35+03:00,afternoon,evening,monday,monday,180,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-05-25 20:20:00,0,2026-05-25 23:40:00,Bucharest Henri Coandă International Airport,Romania,economy,328,24,2h 20m,FRA,OTP,2026-05-01 21:47:35+03:00,evening,night,monday,monday,140,FRA -> OTP,Germany -> Romania,True
Lufthansa,LH1418,Frankfurt Airport,Germany,2026-05-25 09:45:00,0,2026-05-25 13:05:00,Bucharest Henri Coandă International Airport,Romania,economy,464,24,2h 20m,FRA,OTP,2026-05-01 21:47:35+03:00,morning,afternoon,monday,monday,140,FRA -> OTP,Germany -> Romania,True
LOT,LO644 / LO631,Bucharest Henri Coandă International Airport,Romania,2026-05-17 05:35:00,1,2026-05-17 14:00:00,Sofia International Airport,Bulgaria,economy,190,16,3h 45m,OTP,SOF,2026-05-01 21:47:38+03:00,morning,afternoon,sunday,sunday,225,OTP -> SOF,Romania -> Bulgaria,False
LOT,LO646 / LO635,Bucharest Henri Coandă International Airport,Romania,2026-05-17 18:30:00,1,2026-05-18 01:55:00,Sofia International Airport,Bulgaria,economy,216,16,3h 50m,OTP,SOF,2026-05-01 21:47:38+03:00,evening,night,sunday,monday,230,OTP -> SOF,Romania -> Bulgaria,False
Turkish Airlines,TK1046 / TK1029,Bucharest Henri Coandă International Airport,Romania,2026-05-17 21:35:00,1,2026-05-18 20:15:00,Sofia International Airport,Bulgaria,economy,238,16,2h 50m,OTP,SOF,2026-05-01 21:47:38+03:00,night,evening,sunday,monday,170,OTP -> SOF,Romania -> Bulgaria,False
Aegean,A3961 / A3982,Bucharest Henri Coandă International Airport,Romania,2026-05-17 09:55:00,1,2026-05-17 20:30:00,Sofia International Airport,Bulgaria,economy,299,16,2h 50m,OTP,SOF,2026-05-01 21:47:38+03:00,morning,evening,sunday,sunday,170,OTP -> SOF,Romania -> Bulgaria,False
Air Serbia,JU103 / JU116,Bucharest Henri Coandă International Airport,Romania,2026-05-17 16:05:00,1,2026-05-18 03:00:00,Sofia International Airport,Bulgaria,economy,324,16,2h 30m,OTP,SOF,2026-05-01 21:47:38+03:00,afternoon,night,sunday,monday,150,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS700 / OS771,Bucharest Henri Coandă International Airport,Romania,2026-05-17 06:35:00,1,2026-05-17 11:40:00,Sofia International Airport,Bulgaria,economy,327,16,3h 10m,OTP,SOF,2026-05-01 21:47:38+03:00,morning,morning,sunday,sunday,190,OTP -> SOF,Romania -> Bulgaria,False
Lufthansa,LH1655 / LH1702,Bucharest Henri Coandă International Airport,Romania,2026-05-17 06:15:00,1,2026-05-17 12:10:00,Sofia International Airport,Bulgaria,economy,505,16,4h 05m,OTP,SOF,2026-05-01 21:47:38+03:00,morning,afternoon,sunday,sunday,245,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS694 / OS775,Bucharest Henri Coandă International Airport,Romania,2026-05-17 13:15:00,1,2026-05-17 18:10:00,Sofia International Airport,Bulgaria,economy,668,16,3h 10m,OTP,SOF,2026-05-01 21:47:38+03:00,afternoon,evening,sunday,sunday,190,OTP -> SOF,Romania -> Bulgaria,False
Air Serbia,JU103 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-05-05 16:05:00,1,2026-05-06 15:30:00,Sofia International Airport,Bulgaria,economy,203,4,2h 30m,OTP,SOF,2026-05-01 21:47:40+03:00,afternoon,afternoon,tuesday,wednesday,150,OTP -> SOF,Romania -> Bulgaria,False
Turkish Airlines,TK1042 / TK1029,Bucharest Henri Coandă International Airport,Romania,2026-05-05 12:55:00,1,2026-05-05 20:15:00,Sofia International Airport,Bulgaria,economy,238,4,2h 50m,OTP,SOF,2026-05-01 21:47:40+03:00,afternoon,evening,tuesday,tuesday,170,OTP -> SOF,Romania -> Bulgaria,False
Turkish Airlines,TK1046 / TK1027,Bucharest Henri Coandă International Airport,Romania,2026-05-05 21:35:00,1,2026-05-06 08:45:00,Sofia International Airport,Bulgaria,economy,238,4,2h 45m,OTP,SOF,2026-05-01 21:47:40+03:00,night,morning,tuesday,wednesday,165,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS694 / OS775,Bucharest Henri Coandă International Airport,Romania,2026-05-05 13:15:00,1,2026-05-05 18:10:00,Sofia International Airport,Bulgaria,economy,252,4,3h 10m,OTP,SOF,2026-05-01 21:47:40+03:00,afternoon,evening,tuesday,tuesday,190,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS692 / OS773,Bucharest Henri Coandă International Airport,Romania,2026-05-05 09:50:00,1,2026-05-05 15:20:00,Sofia International Airport,Bulgaria,economy,257,4,3h 10m,OTP,SOF,2026-05-01 21:47:40+03:00,morning,afternoon,tuesday,tuesday,190,OTP -> SOF,Romania -> Bulgaria,False
Turkish Airlines,TK1040 / TK1029,Bucharest Henri Coandă International Airport,Romania,2026-05-05 15:55:00,1,2026-05-05 20:15:00,Sofia International Airport,Bulgaria,economy,296,4,2h 50m,OTP,SOF,2026-05-01 21:47:40+03:00,afternoon,evening,tuesday,tuesday,170,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-05-05 18:55:00,1,2026-05-05 23:55:00,Sofia International Airport,Bulgaria,economy,300,4,3h 10m,OTP,SOF,2026-05-01 21:47:40+03:00,evening,night,tuesday,tuesday,190,OTP -> SOF,Romania -> Bulgaria,False
Aegean,A3609 / A3960,Heathrow Airport,United Kingdom,2026-05-31 22:15:00,1,2026-06-01 09:05:00,Bucharest Henri Coandă International Airport,Romania,economy,148,30,5h 05m,LHR,OTP,2026-05-01 21:48:27+03:00,night,morning,sunday,monday,305,LHR -> OTP,United Kingdom -> Romania,False
Lufthansa,LH2471 / LH1652,Heathrow Airport,United Kingdom,2026-05-31 09:00:00,1,2026-05-31 18:35:00,Bucharest Henri Coandă International Airport,Romania,economy,246,30,3h 50m,LHR,OTP,2026-05-01 21:48:27+03:00,morning,evening,sunday,sunday,230,LHR -> OTP,United Kingdom -> Romania,False
Austrian,OS340 / OS693,Heathrow Airport,United Kingdom,2026-05-31 06:00:00,1,2026-05-31 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,256,30,3h 45m,LHR,OTP,2026-05-01 21:48:27+03:00,morning,afternoon,sunday,sunday,225,LHR -> OTP,United Kingdom -> Romania,False
Lufthansa,LH2473 / LH1652,Heathrow Airport,United Kingdom,2026-05-31 10:50:00,1,2026-05-31 18:35:00,Bucharest Henri Coandă International Airport,Romania,economy,285,30,3h 55m,LHR,OTP,2026-05-01 21:48:27+03:00,morning,evening,sunday,sunday,235,LHR -> OTP,United Kingdom -> Romania,False
British Airways,BA874,Heathrow Airport,United Kingdom,2026-05-31 08:40:00,0,2026-05-31 14:00:00,Bucharest Henri Coandă International Airport,Romania,economy,346,30,3h 20m,LHR,OTP,2026-05-01 21:48:27+03:00,morning,afternoon,sunday,sunday,200,LHR -> OTP,United Kingdom -> Romania,True
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-05-17 10:40:00,1,2026-05-17 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,171,16,3h 45m,FRA,OTP,2026-05-01 21:49:24+03:00,morning,evening,sunday,sunday,225,FRA -> OTP,Germany -> Romania,False
Air Serbia,JU353 / JU106,Frankfurt Airport,Germany,2026-05-17 20:20:00,1,2026-05-18 03:05:00,Bucharest Henri Coandă International Airport,Romania,economy,188,16,3h 25m,FRA,OTP,2026-05-01 21:49:24+03:00,evening,night,sunday,monday,205,FRA -> OTP,Germany -> Romania,False
AJet,VF524 / VF595,Frankfurt Airport,Germany,2026-05-17 17:45:00,1,2026-05-18 19:05:00,Bucharest Henri Coandă International Airport,Romania,economy,194,16,4h 50m,FRA,OTP,2026-05-01 21:49:24+03:00,evening,evening,sunday,monday,290,FRA -> OTP,Germany -> Romania,False
TAROM,RO306,Frankfurt Airport,Germany,2026-05-17 19:25:00,0,2026-05-17 22:50:00,Bucharest Henri Coandă International Airport,Romania,economy,201,16,2h 25m,FRA,OTP,2026-05-01 21:49:24+03:00,evening,night,sunday,sunday,145,FRA -> OTP,Germany -> Romania,True
Lufthansa,LH94 / LH1650,Frankfurt Airport,Germany,2026-05-17 07:15:00,1,2026-05-17 12:00:00,Bucharest Henri Coandă International Airport,Romania,economy,278,16,2h 55m,FRA,OTP,2026-05-01 21:49:24+03:00,morning,afternoon,sunday,sunday,175,FRA -> OTP,Germany -> Romania,False
Austrian,OS218 / OS693,Frankfurt Airport,Germany,2026-05-17 06:40:00,1,2026-05-17 12:25:00,Bucharest Henri Coandă International Airport,Romania,economy,282,16,3h 00m,FRA,OTP,2026-05-01 21:49:24+03:00,morning,afternoon,sunday,sunday,180,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1416,Frankfurt Airport,Germany,2026-05-17 13:10:00,0,2026-05-17 16:30:00,Bucharest Henri Coandă International Airport,Romania,economy,410,16,2h 20m,FRA,OTP,2026-05-01 21:49:24+03:00,afternoon,afternoon,sunday,sunday,140,FRA -> OTP,Germany -> Romania,True
Lufthansa,LH1418,Frankfurt Airport,Germany,2026-05-17 09:50:00,0,2026-05-17 13:10:00,Bucharest Henri Coandă International Airport,Romania,economy,496,16,2h 20m,FRA,OTP,2026-05-01 21:49:24+03:00,morning,afternoon,sunday,sunday,140,FRA -> OTP,Germany -> Romania,True
LOT,LO380 / LO645,Frankfurt Airport,Germany,2026-05-30 19:40:00,1,2026-05-31 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,184,29,3h 40m,FRA,OTP,2026-05-01 21:51:21+03:00,evening,evening,saturday,sunday,220,FRA -> OTP,Germany -> Romania,False
Air Serbia,JU353 / JU102,Frankfurt Airport,Germany,2026-05-30 20:20:00,1,2026-05-31 15:35:00,Bucharest Henri Coandă International Airport,Romania,economy,188,29,3h 25m,FRA,OTP,2026-05-01 21:51:21+03:00,evening,afternoon,saturday,sunday,205,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH98 / LH1654,Frankfurt Airport,Germany,2026-05-30 09:15:00,1,2026-05-31 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,229,29,2h 55m,FRA,OTP,2026-05-01 21:51:21+03:00,morning,night,saturday,sunday,175,FRA -> OTP,Germany -> Romania,False
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-05-30 10:35:00,1,2026-05-30 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,248,29,3h 45m,FRA,OTP,2026-05-01 21:51:21+03:00,morning,evening,saturday,saturday,225,FRA -> OTP,Germany -> Romania,False
SWISS,LX1075 / LX1886,Frankfurt Airport,Germany,2026-05-30 18:55:00,1,2026-05-31 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,263,29,3h 25m,FRA,OTP,2026-05-01 21:51:21+03:00,evening,night,saturday,sunday,205,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH124 / LH1654,Frankfurt Airport,Germany,2026-05-30 20:15:00,1,2026-05-31 01:10:00,Bucharest Henri Coandă International Airport,Romania,economy,266,29,2h 55m,FRA,OTP,2026-05-01 21:51:21+03:00,evening,night,saturday,sunday,175,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-05-30 20:20:00,0,2026-05-30 23:40:00,Bucharest Henri Coandă International Airport,Romania,economy,586,29,2h 20m,FRA,OTP,2026-05-01 21:51:21+03:00,evening,night,saturday,saturday,140,FRA -> OTP,Germany -> Romania,True
LOT,LO434 / LO639,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17 15:35:00,1,2026-06-17 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,161,47,5h 20m,MAD,OTP,2026-05-01 21:52:31+03:00,afternoon,night,wednesday,wednesday,320,MAD -> OTP,Spain -> Romania,False
KLM,KL1500 / KL1373,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17 06:00:00,1,2026-06-17 13:00:00,Bucharest Henri Coandă International Airport,Romania,economy,178,47,5h 00m,MAD,OTP,2026-05-01 21:52:31+03:00,morning,afternoon,wednesday,wednesday,300,MAD -> OTP,Spain -> Romania,False
Iberia,IB639,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17 07:10:00,0,2026-06-17 12:00:00,Bucharest Henri Coandă International Airport,Romania,economy,218,47,3h 50m,MAD,OTP,2026-05-01 21:52:31+03:00,morning,afternoon,wednesday,wednesday,230,MAD -> OTP,Spain -> Romania,True
TAROM,RO416,Adolfo Suárez Madrid-Barajas Airport,Spain,2026-06-17 12:30:00,0,2026-06-17 17:20:00,Bucharest Henri Coandă International Airport,Romania,economy,227,47,3h 50m,MAD,OTP,2026-05-01 21:52:31+03:00,afternoon,evening,wednesday,wednesday,230,MAD -> OTP,Spain -> Romania,True
Air Serbia,JU107 / JU112,Bucharest Henri Coandă International Airport,Romania,2026-06-12 04:30:00,1,2026-06-12 15:30:00,Sofia International Airport,Bulgaria,economy,146,42,2h 45m,OTP,SOF,2026-05-01 21:53:20+03:00,night,afternoon,friday,friday,165,OTP -> SOF,Romania -> Bulgaria,False
LOT,LO644 / LO631,Bucharest Henri Coandă International Airport,Romania,2026-06-12 05:35:00,1,2026-06-12 13:50:00,Sofia International Airport,Bulgaria,economy,149,42,3h 50m,OTP,SOF,2026-05-01 21:53:20+03:00,morning,afternoon,friday,friday,230,OTP -> SOF,Romania -> Bulgaria,False
Aegean,A3963 / A3980,Bucharest Henri Coandă International Airport,Romania,2026-06-12 20:35:00,1,2026-06-13 10:05:00,Sofia International Airport,Bulgaria,economy,193,42,2h 50m,OTP,SOF,2026-05-01 21:53:20+03:00,evening,morning,friday,saturday,170,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS700 / OS771,Bucharest Henri Coandă International Airport,Romania,2026-06-12 06:35:00,1,2026-06-12 11:40:00,Sofia International Airport,Bulgaria,economy,217,42,3h 10m,OTP,SOF,2026-05-01 21:53:20+03:00,morning,morning,friday,friday,190,OTP -> SOF,Romania -> Bulgaria,False
Austrian,OS698 / OS779,Bucharest Henri Coandă International Airport,Romania,2026-06-12 18:55:00,1,2026-06-12 23:55:00,Sofia International Airport,Bulgaria,economy,252,42,3h 10m,OTP,SOF,2026-05-01 21:53:20+03:00,evening,night,friday,friday,190,OTP -> SOF,Romania -> Bulgaria,False
Turkish Airlines,TK1044 / TK1031,Bucharest Henri Coandă International Airport,Romania,2026-06-12 09:30:00,1,2026-06-12 15:00:00,Sofia International Airport,Bulgaria,economy,257,42,2h 50m,OTP,SOF,2026-05-01 21:53:20+03:00,morning,afternoon,friday,friday,170,OTP -> SOF,Romania -> Bulgaria,False
LOT,LO382 / LO645,Frankfurt Airport,Germany,2026-05-20 10:35:00,1,2026-05-20 17:45:00,Bucharest Henri Coandă International Airport,Romania,economy,171,19,3h 45m,FRA,OTP,2026-05-01 21:55:27+03:00,morning,evening,wednesday,wednesday,225,FRA -> OTP,Germany -> Romania,False
AJet,VF524 / VF595,Frankfurt Airport,Germany,2026-05-20 17:45:00,1,2026-05-21 19:05:00,Bucharest Henri Coandă International Airport,Romania,economy,203,19,4h 50m,FRA,OTP,2026-05-01 21:55:27+03:00,evening,evening,wednesday,thursday,290,FRA -> OTP,Germany -> Romania,False
LOT,LO378 / LO639,Frankfurt Airport,Germany,2026-05-20 17:30:00,1,2026-05-20 23:15:00,Bucharest Henri Coandă International Airport,Romania,economy,218,19,3h 40m,FRA,OTP,2026-05-01 21:55:27+03:00,evening,night,wednesday,wednesday,220,FRA -> OTP,Germany -> Romania,False
Air France,AF1019 / AF1088,Frankfurt Airport,Germany,2026-05-20 07:05:00,1,2026-05-20 23:25:00,Bucharest Henri Coandă International Airport,Romania,economy,222,19,4h 20m,FRA,OTP,2026-05-01 21:55:27+03:00,morning,night,wednesday,wednesday,260,FRA -> OTP,Germany -> Romania,False
Lufthansa,LH1422,Frankfurt Airport,Germany,2026-05-20 20:10:00,0,2026-05-20 23:30:00,Bucharest Henri Coandă International Airport,Romania,economy,328,19,2h 20m,FRA,OTP,2026-05-01 21:55:27+03:00,evening,night,wednesday,wednesday,140,FRA -> OTP,Germany -> Romania,True
Austrian,OS210 / OS697,Frankfurt Airport,Germany,2026-05-20 13:40:00,1,2026-05-20 18:05:00,Bucharest Henri Coandă International Airport,Romania,economy,367,19,3h 00m,FRA,OTP,2026-05-01 21:55:27+03:00,afternoon,evening,wednesday,wednesday,180,FRA -> OTP,Germany -> Romania,False
